Gesture,Node_0_X,Node_0_Y,Node_1_X,Node_1_Y,Node_2_X,Node_2_Y,Node_3_X,Node_3_Y,Node_4_X,Node_4_Y,Node_5_X,Node_5_Y,Node_6_X,Node_6_Y,Node_7_X,Node_7_Y,Node_8_X,Node_8_Y,Node_9_X,Node_9_Y,Node_10_X,Node_10_Y,Node_11_X,Node_11_Y,Node_12_X,Node_12_Y,Node_13_X,Node_13_Y,Node_14_X,Node_14_Y,Node_15_X,Node_15_Y,Node_16_X,Node_16_Y,Node_17_X,Node_17_Y,Node_18_X,Node_18_Y,Node_19_X,Node_19_Y,Node_20_X,Node_20_Y
Fist,0,0,-0.060093041,-0.013803428,-0.120528327,-0.059646062,-0.129549723,-0.105289409,-0.081554777,-0.116082088,-0.104022094,-0.207057406,-0.136437727,-0.1767672,-0.113427383,-0.11736238,-0.096331781,-0.1224362,-0.062679226,-0.22329894,-0.094148471,-0.171592523,-0.075175158,-0.104580765,-0.062833002,-0.117950354,-0.019817155,-0.210668722,-0.046308107,-0.14860615,-0.038021224,-0.090559027,-0.0275229,-0.104535252,0.021960767,-0.183568286,-0.002983419,-0.128802925,-0.003142469,-0.088773834,0.005440142,-0.096198359
Fist,0,0,-0.068295825,-0.039991166,-0.099713758,-0.093452755,-0.122222736,-0.131269586,-0.120338458,-0.157587104,-0.025526272,-0.203823025,-0.102012221,-0.204333308,-0.094176469,-0.152426856,-0.0717806,-0.14152343,-0.012408932,-0.205534472,-0.100839332,-0.192405063,-0.089719238,-0.139923111,-0.062828521,-0.137850331,-0.008659367,-0.190142528,-0.092689348,-0.173993461,-0.083062044,-0.123315667,-0.057154476,-0.120349232,-0.014181641,-0.163205558,-0.080950546,-0.139485407,-0.072044247,-0.10375129,-0.046771207,-0.101476408
Fist,0,0,-0.048294747,0.036867757,-0.112129549,0.030355516,-0.159110271,-0.023560074,-0.153754339,-0.072002601,-0.124690057,-0.013500182,-0.16064186,-0.038173857,-0.13068402,-0.010709977,-0.114448227,0.000584973,-0.108355745,-0.041373694,-0.1444096,-0.065375497,-0.105527629,-0.026837519,-0.091482396,-0.017964164,-0.090326455,-0.064896227,-0.125839273,-0.089987249,-0.084602939,-0.046402396,-0.065574563,-0.033906366,-0.069217122,-0.088561653,-0.097318077,-0.102296253,-0.069155679,-0.070445772,-0.051369905,-0.061672657
Fist,0,0,-0.053054834,0.003152203,-0.099904056,-0.021176336,-0.094643428,-0.052820309,-0.055263972,-0.079251521,-0.098806836,-0.179922824,-0.084130363,-0.127363467,-0.077658677,-0.077960495,-0.078395112,-0.079441395,-0.053562087,-0.195619648,-0.039085757,-0.118243768,-0.043306698,-0.066893457,-0.046490309,-0.073995113,-0.009310509,-0.183540625,0.000471916,-0.096951713,-0.012784056,-0.054166141,-0.02184135,-0.068235041,0.031923133,-0.155769012,0.033209958,-0.08145876,0.018036737,-0.047282673,0.005409945,-0.054558746
Fist,0,0,-0.079702614,0.017035852,-0.142596579,0.02216902,-0.171064719,0.043882316,-0.156065362,0.061124631,-0.189682919,-0.088251101,-0.199470303,0.009776842,-0.163184299,0.025367343,-0.154364807,0.003687918,-0.155908294,-0.091058664,-0.156651832,0.03130562,-0.125449647,0.03326673,-0.12286776,0.004303317,-0.113975797,-0.074872612,-0.114516371,0.041290554,-0.087968672,0.039393031,-0.086328026,0.009642935,-0.069599985,-0.046621384,-0.070092379,0.044622633,-0.054791293,0.041782776,-0.053635746,0.01502754
Fist,0,0,-0.03437284,-0.041603877,-0.077273451,-0.070373981,-0.116792277,-0.071401949,-0.144977348,-0.061268368,-0.082870575,-0.143789553,-0.137349382,-0.093254914,-0.118930892,-0.062255385,-0.095307264,-0.057269407,-0.092436142,-0.137188898,-0.146927611,-0.080084687,-0.123538341,-0.051068774,-0.101078652,-0.051935602,-0.100586891,-0.117752578,-0.151416665,-0.06390998,-0.124627121,-0.034766021,-0.103223196,-0.039331958,-0.106602731,-0.087821417,-0.140676486,-0.042066191,-0.117000797,-0.021281375,-0.097221623,-0.028503332
Fist,0,0,-0.015915665,0.055320928,-0.057777939,0.081516016,-0.107078287,0.065067565,-0.139995715,0.031841303,-0.097134197,0.034962878,-0.12856852,0.036512112,-0.09532235,0.04878057,-0.077886831,0.046515655,-0.102091263,0.005312501,-0.132979371,0.00968392,-0.083248432,0.025694547,-0.065488943,0.017488553,-0.103170944,-0.0244174,-0.133949656,-0.01827574,-0.083282767,-0.000818069,-0.062219994,-0.008436934,-0.100521084,-0.059395684,-0.131395606,-0.048422654,-0.095882226,-0.032215599,-0.075984762,-0.03763152
Fist,0,0,-0.054559224,-0.012841628,-0.095119938,-0.071613573,-0.081290849,-0.135140742,-0.057604755,-0.167767803,-0.11781684,-0.158648985,-0.096240754,-0.203141072,-0.084632905,-0.147330239,-0.087547699,-0.124185922,-0.079759165,-0.162701355,-0.055946382,-0.196556629,-0.05085384,-0.128014687,-0.060652721,-0.121000542,-0.042351476,-0.158104879,-0.020519817,-0.18054655,-0.021197948,-0.115207277,-0.033936666,-0.111178535,-0.004590324,-0.147111321,0.003931199,-0.163375929,0.002316286,-0.117303315,-0.006701114,-0.109432261
Fist,0,0,-0.053106615,0.031017938,-0.123818255,0.012995745,-0.170002778,-0.0513049,-0.170916519,-0.106271792,-0.142414047,-0.052490109,-0.177156413,-0.084484805,-0.145502064,-0.044844987,-0.127534884,-0.031460141,-0.121014401,-0.077667611,-0.154963136,-0.109850093,-0.113568174,-0.054394731,-0.097246243,-0.044057186,-0.096882803,-0.097264658,-0.128624059,-0.130330954,-0.087750089,-0.070441289,-0.067019094,-0.053968104,-0.068419022,-0.115310556,-0.095199519,-0.134255266,-0.068268576,-0.091479892,-0.050940504,-0.078365816
Fist,0,0,-0.002906293,0.062863314,-0.047014124,0.097819031,-0.10877736,0.079826537,-0.14526809,0.04074008,-0.084172936,0.063788676,-0.119552034,0.065285836,-0.082790119,0.072028694,-0.070592901,0.069378147,-0.092327695,0.029035448,-0.126551466,0.032387396,-0.076051109,0.042394852,-0.065552626,0.038034521,-0.095762005,-0.002673094,-0.128894756,-0.000901044,-0.074796511,0.011028239,-0.059228183,0.007554632,-0.096736144,-0.036780271,-0.122126545,-0.030912092,-0.082381387,-0.020678948,-0.065060433,-0.024656851
Fist,0,0,-0.059338451,-0.005310959,-0.11598198,-0.055460539,-0.118358725,-0.1191733,-0.091813736,-0.163453882,-0.114539006,-0.157703748,-0.129318211,-0.174648258,-0.110773057,-0.115766606,-0.100492684,-0.1084889,-0.077632947,-0.170604291,-0.086678451,-0.17615374,-0.075141984,-0.104506044,-0.069899478,-0.110463261,-0.039673675,-0.167424804,-0.043412468,-0.168974129,-0.040721991,-0.099469749,-0.039002801,-0.104949364,0.000177497,-0.158251738,-0.008614754,-0.151381027,-0.009727816,-0.103023408,-0.007364194,-0.105191408
Fist,0,0,-0.068678939,-0.001694955,-0.122218733,-0.020565809,-0.158578289,-0.043907318,-0.139441064,-0.068503239,-0.1356161,-0.174216988,-0.169088311,-0.122189213,-0.143810046,-0.075713597,-0.127081269,-0.077676772,-0.099857414,-0.183139687,-0.130945964,-0.104452819,-0.105909313,-0.054690175,-0.092893615,-0.063177875,-0.060047569,-0.169224301,-0.089796928,-0.087435807,-0.07126936,-0.045996007,-0.05892081,-0.05706348,-0.022439769,-0.140182713,-0.045895797,-0.070296768,-0.034079472,-0.042333931,-0.021632034,-0.053663058
Fist,0,0,0.058412976,0.011765296,0.129577667,-0.01411433,0.165758901,-0.077610453,0.143329108,-0.120605852,0.130831254,-0.098186951,0.166584702,-0.131178735,0.140496307,-0.084226081,0.122960906,-0.073407608,0.105231761,-0.120999834,0.139241338,-0.153872377,0.107735258,-0.090095726,0.094489366,-0.090252078,0.074951155,-0.134759835,0.106006962,-0.16175785,0.079445775,-0.097767661,0.06571331,-0.096911718,0.037361432,-0.146502906,0.069194065,-0.161732585,0.055566226,-0.115775326,0.04192262,-0.111147974
Fist,0,0,0.05919355,-0.016738548,0.113191157,-0.060828874,0.137997978,-0.118734238,0.114342662,-0.155267671,0.081701961,-0.144387077,0.118026811,-0.165945791,0.106780559,-0.114643587,0.087516649,-0.107905609,0.055467401,-0.154432092,0.097325304,-0.179792392,0.084203569,-0.110380483,0.063970116,-0.108144166,0.027896726,-0.15696841,0.069491435,-0.175255437,0.058261276,-0.107111615,0.035791441,-0.10382831,-0.004474312,-0.153230206,0.03971933,-0.158757051,0.034108948,-0.113046197,0.01211352,-0.107412073
Fist,0,0,0.033014106,0.034816788,0.090445742,0.047210881,0.133488845,-0.004890906,0.14136293,-0.061680213,0.163176308,0.020141295,0.18017606,-0.008185871,0.131184393,0.001993276,0.121473824,0.006633483,0.164096328,-0.026270444,0.174635073,-0.060713668,0.116276021,-0.030512595,0.116285242,-0.017381152,0.153782649,-0.063883513,0.156731419,-0.096117623,0.105356307,-0.061661816,0.107570825,-0.045574421,0.136017817,-0.097024124,0.133319725,-0.112936597,0.101760406,-0.087264284,0.103220637,-0.073110193
Fist,0,0,0.04720876,0.029933204,0.123955913,0.028276585,0.181365913,-0.016363195,0.186129027,-0.067502961,0.143691123,-0.049826893,0.168488161,-0.085488072,0.126972264,-0.043020365,0.121624365,-0.031022462,0.124060068,-0.083677138,0.149749135,-0.121070735,0.105287989,-0.065237808,0.103202728,-0.058022736,0.101697716,-0.110985996,0.129711721,-0.150436828,0.088807792,-0.09285288,0.079998229,-0.077678374,0.077248104,-0.139205272,0.097407091,-0.160792977,0.070786087,-0.119186183,0.062334054,-0.104802917
Fist,0,0,0.032319979,0.059817589,0.086310861,0.092188813,0.148726655,0.085745389,0.18196347,0.055752831,0.122191154,0.052195062,0.165864803,0.034860608,0.128418773,0.043155467,0.107863661,0.051466122,0.121427367,0.016893035,0.165648182,-0.001304283,0.113547955,0.017850573,0.091181541,0.02716383,0.117004126,-0.015512176,0.153785038,-0.030081608,0.101121779,-0.00793399,0.076186102,0.002367304,0.109744057,-0.049795526,0.137977615,-0.056612487,0.102679642,-0.038078564,0.081089871,-0.027518551
Fist,0,0,0.036091406,-0.02910824,0.061217586,-0.103353977,0.045472145,-0.171377524,0.01006203,-0.204683819,0.005638847,-0.202036399,-0.008308634,-0.195141394,0.011267105,-0.147456593,0.016052787,-0.140836066,-0.034649231,-0.193606013,-0.04566651,-0.170657041,-0.011311537,-0.110455749,-0.007746273,-0.124992725,-0.065572605,-0.168642012,-0.073208979,-0.13707346,-0.038103093,-0.090056036,-0.031496033,-0.09967519,-0.091076931,-0.134693941,-0.089868899,-0.102023976,-0.063309843,-0.073411002,-0.055766453,-0.082430458
Fist,0,0,0.042753997,0.033050903,0.089854771,0.044599281,0.093517804,0.032295835,0.064454557,0.005097132,0.113923022,-0.102947148,0.054203557,-0.016785247,0.051332695,0.017145982,0.069030205,0.007777897,0.071260848,-0.138389807,0.007152166,-0.016366913,0.019353536,0.012015206,0.043595528,-0.007558046,0.026001487,-0.145712962,-0.029080806,-0.025547785,-0.015241645,-0.00059207,0.006577568,-0.019143106,-0.015857889,-0.137209984,-0.051575407,-0.045362987,-0.041234928,-0.020611986,-0.022364605,-0.034525031
Fist,0,0,0.020083251,0.033722643,0.069246344,0.057288155,0.121080478,0.023923838,0.149287826,-0.03212079,0.183107854,-0.011833314,0.146497243,-0.036523125,0.103164844,-0.012792986,0.105826685,-0.007646285,0.184682426,-0.060746195,0.133986621,-0.08161497,0.081808222,-0.037844432,0.098222355,-0.032717807,0.168722896,-0.098128033,0.114532304,-0.111702986,0.074181719,-0.068529,0.089359136,-0.063284751,0.144401665,-0.131203944,0.100653431,-0.133007985,0.072537558,-0.099068518,0.082548476,-0.091625073
Fist,0,0,0.051485739,-0.072670871,0.066090377,-0.138903293,0.075961856,-0.18812657,0.076928857,-0.236180477,-0.01285764,-0.21607832,0.064065327,-0.227712109,0.064760932,-0.172559038,0.043896915,-0.155105228,-0.025480021,-0.213480703,0.066139879,-0.219363232,0.062693518,-0.157892546,0.040095511,-0.149821202,-0.025769413,-0.194890299,0.063947583,-0.192504008,0.058404225,-0.135008245,0.033758584,-0.129731309,-0.01698349,-0.167546198,0.052295181,-0.160311399,0.04922169,-0.120450597,0.029285047,-0.116622511
Fist,0,0,-0.050429325,-0.053161372,-0.069117899,-0.114970859,-0.049188629,-0.156523575,-0.017423031,-0.16551891,-0.099133327,-0.170522781,-0.044528545,-0.1964129,-0.029518377,-0.165921846,-0.035269904,-0.139798142,-0.066576743,-0.180949666,-0.015575789,-0.194477408,-0.006826483,-0.163325375,-0.013440002,-0.137215164,-0.025810702,-0.179262748,0.0158735,-0.188424108,0.020862728,-0.155053493,0.012743992,-0.129204911,0.016895957,-0.167462183,0.04490849,-0.167103028,0.04667588,-0.136301537,0.038994457,-0.114379745
Fist,0,0,0.016518901,0.039954873,0.060189635,0.077635817,0.118163924,0.085276072,0.167860107,0.062621981,0.143028282,0.066983566,0.176845366,0.051578718,0.122586618,0.054213973,0.112638173,0.058938313,0.149541063,0.02909485,0.178943319,0.013139775,0.111565234,0.025315792,0.114524228,0.032312284,0.148563872,-0.008118076,0.169352198,-0.021772176,0.111288519,-0.006317186,0.112735255,0.001684164,0.146467882,-0.045982395,0.154084088,-0.050964706,0.115560736,-0.03613559,0.111188406,-0.02805574
Fist,0,0,0.035562993,0.004769488,0.105733276,-0.047859622,0.144768064,-0.12655672,0.154969288,-0.180240395,0.144205519,-0.106095829,0.14090825,-0.160922546,0.111031127,-0.117077952,0.111141699,-0.10044409,0.112016411,-0.123714798,0.107022637,-0.170010559,0.080092955,-0.106014011,0.088280911,-0.09741354,0.080679292,-0.132786524,0.071975034,-0.166448275,0.05089967,-0.105699428,0.061137879,-0.096622705,0.049757103,-0.139774651,0.042656452,-0.156223463,0.029242462,-0.112219116,0.038242803,-0.103485775
Fist,0,0,0.010663803,0.050713132,0.04727257,0.103153372,0.104307396,0.125995513,0.156162025,0.116842831,0.12073286,0.091247404,0.165704287,0.091945552,0.114144899,0.083288387,0.095769169,0.084648376,0.13540269,0.054665243,0.176779202,0.05512733,0.114453214,0.052998013,0.102294087,0.055320305,0.141916172,0.019563315,0.173262666,0.019707109,0.115180237,0.021580157,0.103583585,0.024659709,0.146063304,-0.015580447,0.166575148,-0.010048401,0.125304017,-0.00672783,0.111782233,-0.004869272
Fist,0,0,0.05011643,-0.002361898,0.10878789,-0.048457677,0.138291336,-0.105668571,0.140059485,-0.156147934,0.109054264,-0.169433113,0.119668809,-0.155622564,0.102029657,-0.103765235,0.089713523,-0.105263448,0.072612084,-0.191079831,0.078636682,-0.151774593,0.065935814,-0.089300571,0.061857589,-0.104925161,0.034182625,-0.188555495,0.037785718,-0.136143569,0.032473446,-0.083260802,0.029745935,-0.098865806,-0.001936156,-0.173659749,0.001711067,-0.114614707,0.002945859,-0.079205711,0.000693335,-0.093357321
Fist,0,0,0.026719443,0.028523171,0.079986039,0.045886645,0.140755072,0.032485993,0.184916243,-0.002624197,0.173915497,0.012442254,0.190928725,-0.018062912,0.139456553,0.00284747,0.134579621,0.005746821,0.171018536,-0.030911039,0.183372494,-0.060339721,0.117435161,-0.022487917,0.130130582,-0.018327421,0.159373664,-0.069550847,0.164005856,-0.094194441,0.110614307,-0.056434251,0.119653455,-0.04923381,0.144755263,-0.106253139,0.140072541,-0.116406517,0.107525845,-0.087934248,0.110514928,-0.077636785
Fist,0,0,0.029228534,0.061737922,0.080486705,0.099504354,0.129869955,0.089466709,0.139839886,0.050176371,0.062392485,0.113036034,0.112243593,0.115312584,0.105267381,0.096639361,0.082475214,0.090157284,0.08089986,0.083349725,0.130247624,0.084995976,0.113551926,0.068024302,0.088212439,0.063573657,0.096544957,0.052507674,0.143344094,0.041577239,0.115990758,0.031808337,0.084812253,0.031842904,0.109618501,0.018925813,0.144958279,0.015263531,0.121039312,0.014696978,0.090039341,0.018253857
Fist,0,0,0.047646203,0.031412714,0.111883249,0.030381387,0.123950184,-0.034317116,0.086223392,-0.075625473,0.175521338,-0.056425516,0.192519407,-0.053173153,0.141451997,-0.021193755,0.130484891,-0.023189992,0.157885844,-0.099444174,0.173929252,-0.096076272,0.122525651,-0.053987438,0.114516522,-0.058580191,0.130124319,-0.1280115,0.1408586,-0.124291336,0.098794855,-0.077210794,0.09187092,-0.079156507,0.096846002,-0.150254804,0.108697573,-0.140068734,0.082657772,-0.103033978,0.077084864,-0.10231003
Fist,0,0,0.055924098,-0.016486889,0.093645013,-0.020975853,0.079074211,0.016651173,0.046393735,0.055767112,0.050344299,-0.151329822,0.068750793,-0.04125312,0.071738268,-0.037417008,0.07108447,-0.063642148,-0.001288249,-0.129387695,0.03784941,0.006134699,0.043622251,0.005679723,0.036610777,-0.03127409,-0.039605172,-0.083236906,0.004844537,0.038321993,0.012358035,0.032706778,0.005494401,-0.00718566,-0.068648627,-0.030132047,-0.025857346,0.059102168,-0.012459906,0.054940942,-0.014027157,0.025644413
Fist,0,0,0.033873296,0.05876669,0.044933174,0.102719324,0.003924144,0.115849152,-0.046692553,0.100332813,0.13943633,-0.015557282,0.049958553,0.077307644,0.046666554,0.078520919,0.068088207,0.056975732,0.100770632,-0.059142218,0.001046463,0.071138644,0.007100008,0.067054856,0.036668569,0.030945295,0.047613232,-0.076678513,-0.038092585,0.048711005,-0.026246721,0.045479322,0.005215116,0.011810037,-0.007278865,-0.080125667,-0.064552598,0.024258672,-0.048991594,0.031610394,-0.024712077,0.012619466
Fist,0,0,-0.045693874,0.046883702,-0.079046817,0.103858731,-0.055447522,0.152997371,0.004840503,0.145436289,-0.139031761,-0.035906591,-0.076130257,0.100488072,-0.058749562,0.099811635,-0.07272308,0.061369385,-0.08763065,-0.067070033,-0.00829452,0.105472298,-0.011169932,0.08789254,-0.0374914,0.036401409,-0.02549609,-0.071617318,0.043384646,0.089866765,0.024141759,0.070056614,-0.004946381,0.02015122,0.033085353,-0.058872187,0.074431466,0.063998937,0.056858205,0.046523795,0.033344442,0.00300422
Thumbs Up,0,0,-0.093549608,-0.07218282,-0.228478297,-0.122516486,-0.318721848,-0.167282122,-0.357760921,-0.23521428,-0.272080664,-0.087351089,-0.314300255,0.020495147,-0.272420424,0.022547594,-0.252650356,-0.008694548,-0.223787328,-0.026884988,-0.268414365,0.075565676,-0.228170287,0.066070509,-0.205087775,0.033992772,-0.17356478,0.035787852,-0.215381114,0.115856377,-0.178036476,0.102841724,-0.154786343,0.074066132,-0.124596075,0.097799179,-0.166047175,0.147733529,-0.12864147,0.133424154,-0.103445827,0.109670686
Thumbs Up,0,0,-0.088682214,-0.121005914,-0.153890162,-0.244486807,-0.188542826,-0.348197659,-0.193479311,-0.438562815,-0.11898759,-0.302415969,-0.219138112,-0.207316018,-0.192471388,-0.172671572,-0.160781193,-0.196355472,-0.079897591,-0.244556281,-0.191666897,-0.132763233,-0.160611219,-0.123173721,-0.132069421,-0.153135474,-0.048083222,-0.174345691,-0.156814775,-0.07342109,-0.12875919,-0.06838829,-0.098407156,-0.099447136,-0.02487293,-0.097538942,-0.119062493,-0.020710573,-0.10361118,-0.018257613,-0.076163428,-0.040965015
Thumbs Up,0,0,-0.023245909,-0.147658313,0.006615521,-0.276628511,0.033869157,-0.368119929,0.04675401,-0.448894952,0.147798803,-0.293050495,0.068681847,-0.345404493,0.022007122,-0.287020587,0.017785417,-0.246991859,0.162738509,-0.232733179,0.050291776,-0.273153445,0.00908629,-0.217006825,0.018875267,-0.186698935,0.153061875,-0.161857837,0.038603464,-0.1962937,0.007683369,-0.151160539,0.024189542,-0.128438745,0.127606748,-0.091675417,0.03363545,-0.119795568,0.011981448,-0.092354396,0.030215231,-0.073916608
Thumbs Up,0,0,-0.031790221,-0.156054395,-0.037605038,-0.295566061,-0.027982272,-0.400480212,-0.007591404,-0.498498424,0.066133776,-0.288157696,-0.086301219,-0.254400491,-0.09752263,-0.207781201,-0.057830461,-0.212296396,0.078790715,-0.190677334,-0.099113698,-0.154553097,-0.097966506,-0.132751411,-0.055500057,-0.151492701,0.07252522,-0.093215308,-0.096500452,-0.06784125,-0.089546805,-0.061232632,-0.048388968,-0.072124135,0.052933803,-0.005615147,-0.078808342,0.004575863,-0.07625913,-0.005180383,-0.042715991,-0.014853808
Thumbs Up,0,0,-0.093514036,-0.038195858,-0.185781317,-0.041987595,-0.254334805,-0.042024322,-0.300282088,-0.071307379,-0.231484788,0.03132127,-0.199843167,0.11860967,-0.160364925,0.117011863,-0.1465485,0.095202144,-0.202503541,0.06360107,-0.151700537,0.147459847,-0.120296947,0.13435764,-0.11498646,0.104005817,-0.156155423,0.095920464,-0.110714335,0.163407124,-0.084672806,0.144781634,-0.082923427,0.114998272,-0.102732282,0.126429518,-0.06379701,0.170271801,-0.042490064,0.146968586,-0.044478632,0.118969293
Thumbs Up,0,0,-0.10287782,-0.077323553,-0.229066083,-0.118400803,-0.318762385,-0.16098971,-0.36116091,-0.22421096,-0.273393811,-0.067524514,-0.315602851,0.023092567,-0.278986484,0.019812587,-0.259415216,-0.00898685,-0.229201755,-0.004743458,-0.277278525,0.071970703,-0.238930756,0.06326449,-0.21293717,0.035206795,-0.181362486,0.054313485,-0.22631541,0.108959717,-0.192009488,0.098045642,-0.166093646,0.074397708,-0.133708782,0.107233663,-0.177590202,0.134375456,-0.144071844,0.122716635,-0.119498075,0.105114466
Thumbs Up,0,0,-0.055969586,-0.126079703,-0.084146952,-0.246340597,-0.084012451,-0.346529017,-0.060936385,-0.430772648,-0.025340109,-0.255547449,-0.140073564,-0.188400532,-0.13303618,-0.149687535,-0.102421065,-0.16444908,-0.002047505,-0.178027442,-0.136297957,-0.105775133,-0.117507843,-0.09110182,-0.085340222,-0.112660123,0.009655073,-0.099472525,-0.119165323,-0.039185084,-0.101414274,-0.034611276,-0.06835477,-0.052209144,0.01131636,-0.025790923,-0.097433212,0.009536226,-0.087233763,0.002814322,-0.056758715,-0.015045493
Thumbs Up,0,0,-0.092665918,-0.076083226,-0.216448241,-0.120661447,-0.308389755,-0.157262698,-0.353732241,-0.217143731,-0.280066951,-0.069517441,-0.316000048,0.013777921,-0.276223496,0.015618271,-0.255310069,-0.010327763,-0.243291621,-0.006689506,-0.273482237,0.066175027,-0.233424389,0.060914553,-0.209575955,0.033548588,-0.197799194,0.054773106,-0.228160781,0.105822656,-0.190784212,0.098831285,-0.165229969,0.075883665,-0.152198486,0.111243724,-0.183387623,0.13447976,-0.14424358,0.125813584,-0.118051098,0.10879735
Thumbs Up,0,0,-0.024105595,-0.104198106,-0.080564634,-0.221572891,-0.114787936,-0.312727401,-0.106362491,-0.384342796,-0.108802527,-0.267587798,-0.220997011,-0.231835245,-0.197845704,-0.189693695,-0.163443299,-0.191797447,-0.106399911,-0.212177764,-0.225706471,-0.163153012,-0.193412147,-0.130871186,-0.158366475,-0.139313647,-0.10701865,-0.144413525,-0.211803525,-0.101581504,-0.178675243,-0.074766465,-0.145705245,-0.083074554,-0.109101218,-0.072946483,-0.190728593,-0.041358561,-0.159804101,-0.023172878,-0.128316166,-0.032790526
Thumbs Up,0,0,0.017607387,-0.122129569,0.096082576,-0.225371953,0.164014738,-0.288961959,0.215145315,-0.348484758,0.207963656,-0.211817434,0.140430175,-0.224237839,0.082186596,-0.1892554,0.073832299,-0.173500816,0.216168021,-0.141619302,0.115815179,-0.150561545,0.060003635,-0.128397104,0.065896417,-0.117377886,0.195383435,-0.066986418,0.09347388,-0.076935422,0.049303201,-0.068728777,0.065233372,-0.065138628,0.161425001,-0.00044216,0.077397997,-0.01219366,0.045352626,-0.009490376,0.060213264,-0.005574304
Thumbs Up,0,0,0.014781652,-0.122646832,0.063220773,-0.235790766,0.108076213,-0.313031803,0.149458729,-0.381022641,0.157812745,-0.224791082,0.048527169,-0.232553904,0.014005268,-0.194574764,0.03082302,-0.178519055,0.158132778,-0.154068733,0.018007492,-0.159327741,-0.00146665,-0.128261454,0.030067075,-0.120079823,0.1364681,-0.079238652,0.004885257,-0.088482443,-0.005133963,-0.069798307,0.022063147,-0.063066055,0.102789746,-0.010793444,0.000906027,-0.023390568,-0.003220294,-0.01857379,0.023415198,-0.017437754
Thumbs Up,0,0,-0.069572113,-0.091236607,-0.181293429,-0.167813714,-0.261460428,-0.221293776,-0.2911823,-0.289696398,-0.222608935,-0.129899735,-0.297358514,-0.063860733,-0.263524355,-0.062781565,-0.23628461,-0.084172573,-0.190568743,-0.054479446,-0.272335766,-0.007547417,-0.233783331,-0.009894103,-0.199481406,-0.024446593,-0.159797074,0.014429886,-0.235740887,0.041065138,-0.19839286,0.037283131,-0.163762881,0.025126785,-0.129632918,0.077883099,-0.196918379,0.083356536,-0.161773169,0.079190216,-0.130032793,0.072698532
Thumbs Up,0,0,-0.050893943,-0.098609722,-0.14361735,-0.194352412,-0.212540533,-0.262102475,-0.233896849,-0.331506019,-0.200343462,-0.175525406,-0.279361332,-0.128978278,-0.244421734,-0.114311578,-0.214405974,-0.12786292,-0.187910811,-0.103533601,-0.265747272,-0.072143204,-0.227418578,-0.060336281,-0.192214571,-0.069207693,-0.174039394,-0.034224882,-0.23910476,-0.017958969,-0.202041525,-0.007601776,-0.167723008,-0.013163401,-0.159320194,0.031340036,-0.211338011,0.02938139,-0.173904865,0.038550015,-0.142770926,0.037399014
Thumbs Up,0,0,-0.003108681,-0.102566288,-0.038081281,-0.212309871,-0.072780105,-0.294406796,-0.068542626,-0.354787465,-0.111452967,-0.258051367,-0.189447492,-0.241291639,-0.169205988,-0.200637591,-0.139938125,-0.190857491,-0.133141172,-0.212055173,-0.202906242,-0.185512521,-0.176316841,-0.150236227,-0.142512528,-0.145210348,-0.150500795,-0.15570496,-0.204237402,-0.133661049,-0.176937739,-0.10315298,-0.145690181,-0.098290365,-0.164427987,-0.095457136,-0.197461762,-0.082357124,-0.166357711,-0.053433258,-0.13753559,-0.045590658
Thumbs Up,0,0,-0.002346226,-0.139323541,0.02810201,-0.25327713,0.068784092,-0.335768352,0.107377395,-0.399221878,0.098655331,-0.258547061,-0.000368031,-0.290402734,-0.019633914,-0.244394349,0.004169181,-0.227931449,0.092617817,-0.195037631,-0.029393873,-0.22314016,-0.032549326,-0.184528669,-0.003175273,-0.170798249,0.071528974,-0.130257395,-0.044743651,-0.158238616,-0.042676458,-0.127533392,-0.01050753,-0.119156933,0.042562898,-0.069786236,-0.052803096,-0.094065166,-0.050213401,-0.077206636,-0.021640868,-0.070497151
Thumbs Up,0,0,-0.015818526,-0.13624043,-0.00721181,-0.254073164,0.00517143,-0.343414096,0.019271015,-0.422596594,0.083502971,-0.2677774,-0.023862132,-0.28535188,-0.042575462,-0.237776978,-0.020010915,-0.222438902,0.084117444,-0.19979676,-0.045320311,-0.210816803,-0.049504116,-0.17271681,-0.02033488,-0.16398699,0.068043094,-0.129953959,-0.055407741,-0.144571334,-0.053369549,-0.115404261,-0.022244515,-0.109512296,0.042514585,-0.063442535,-0.056478926,-0.081603742,-0.059879359,-0.070458481,-0.036190025,-0.067433279
Thumbs Up,0,0,-0.036970173,-0.087132042,-0.01543189,-0.217805414,0.013949291,-0.314917908,0.012730344,-0.390221643,0.091821177,-0.273782591,0.083608326,-0.266939314,0.038922842,-0.204159014,0.028500428,-0.183511372,0.136716688,-0.23328108,0.110297254,-0.206183779,0.050883748,-0.14842939,0.050549773,-0.147544399,0.160342019,-0.172782498,0.131454765,-0.143083063,0.070963058,-0.102355295,0.070554251,-0.109809017,0.172069473,-0.107630302,0.143208813,-0.088700588,0.093670644,-0.062495192,0.089535972,-0.067098443
